,Brazil.cl,Brazil.servers,China.cl,China.servers,India.cl,India.servers,Japan.cl,Japan.servers,USA.cl,USA.servers,avg.sess.time,local.req,range,tot.cl,tot.cost,tot.servers
08:20:00,192,2,25297,8,15379,5,4394,1,352,2,3.3778521423088073,92,24,45614,3.9168,18
08:40:00,186,2,26132,8,15241,5,4438,1,371,2,3.379577449303798,93,25,46368,3.9168,18
09:00:00,183,2,25786,8,15786,5,4420,1,378,2,3.379077291000351,93,26,46553,3.9168,18
09:20:00,122,2,31548,8,14435,5,3712,1,366,2,3.1539526931732773,93,27,50183,3.9168,18
09:40:00,115,2,30950,14,14248,7,3875,1,358,2,5.214284942691196,93,28,49546,5.6768,26
10:00:00,114,2,32458,14,14180,7,3737,1,352,2,2.9991775573173416,93,29,50841,5.6768,26
10:20:00,111,2,27752,14,14280,7,3520,1,211,2,3.0602366812815185,93,30,45874,5.6768,26
10:40:00,117,2,26150,14,13311,7,3500,1,215,2,3.1276470995579193,93,31,43293,5.6768,26
11:00:00,117,2,25811,14,13982,7,3438,1,223,2,3.123194528679301,93,32,43571,5.6768,26
11:20:00,115,2,25322,14,17233,7,2831,1,215,2,1.6682837384326312,93,33,45716,5.6768,26
11:40:00,115,2,23775,14,17731,7,3006,1,230,2,1.6441760264117344,94,34,44857,5.6768,26
12:00:01,121,2,23675,14,17665,7,2972,1,222,2,1.6320392422271368,94,35,44655,5.6768,26
12:20:01,2322,2,20442,14,21781,7,941,1,234,2,1.6453530245764472,94,36,45720,5.6768,26
12:40:00,2488,2,20557,14,21439,7,947,1,235,2,1.6642619012532016,94,37,45666,5.6768,26
13:00:00,2277,2,21706,14,20559,7,903,1,223,2,1.6623558250393047,94,38,45668,5.6768,26
13:20:04,2380,2,6682,14,18089,7,528,1,4533,2,1.629774134401864,95,39,32212,5.6768,26
13:40:03,2332,2,6249,14,19312,7,547,1,4367,2,1.6432360436436295,95,40,32807,5.6768,26
14:00:00,2282,2,6314,14,19222,7,526,1,4550,2,1.6478061731504268,95,41,32894,5.6768,26
14:20:04,2703,2,3933,14,16538,7,176,1,4461,2,1.6190372077036825,95,42,27811,5.6768,26
14:40:01,2788,2,3804,14,16698,7,175,1,4643,2,1.6277726549466855,95,43,28108,5.6768,26
15:00:04,2846,2,3927,14,15739,7,181,1,4474,2,1.6115486909764096,95,44,27167,5.6768,26
15:20:01,3954,2,1206,14,13878,7,186,1,5496,2,1.6442502476543195,95,45,24720,5.6768,26
15:40:02,4015,2,1260,14,13394,7,192,1,5377,2,1.6255560163205058,95,46,24238,5.6768,26
16:00:04,3782,2,1315,14,14242,7,187,1,5011,2,1.6287806584711433,95,47,24537,5.6768,26
16:20:09,4041,2,1276,14,4420,7,190,1,7830,2,5.822639278758031,95,48,17757,5.6768,26
16:40:02,4126,2,1339,14,4378,7,180,1,7717,2,18.065705446677125,95,49,17740,5.6768,26
17:00:06,3993,2,1272,14,4470,7,186,1,7819,2,18.539040601531536,94,50,17740,5.6768,26
17:20:03,4235,2,1253,14,2642,7,143,1,8137,2,20.130416126815877,94,51,16410,5.6768,26
17:40:05,4029,2,1338,14,2506,7,146,1,8294,2,20.272192055449676,94,52,16313,5.6768,26
18:00:02,4247,2,1232,14,2543,7,147,1,7941,2,20.456804389223432,93,53,16110,5.6768,26
18:20:03,3680,2,954,14,848,7,148,1,7676,2,23.56281800821324,93,54,13306,5.6768,26
18:40:02,3583,2,984,14,840,7,146,1,7410,2,23.80081642048404,93,55,12963,5.6768,26
19:00:02,3578,2,1038,14,844,7,138,1,7884,2,23.53005663465511,92,56,13482,5.6768,26
19:20:07,4573,2,992,14,847,7,148,1,7203,2,23.211368926435636,92,57,13763,5.6768,26
19:40:05,4413,2,1037,14,864,7,146,1,7243,2,23.267119438499396,92,58,13703,5.6768,26
20:00:02,4568,2,1014,14,835,7,145,1,6967,2,23.27438832745406,91,59,13529,5.6768,26
20:20:08,5343,2,1015,14,838,7,152,1,9093,2,21.54164582794642,91,60,16441,5.6768,26
20:40:01,5565,2,1002,14,815,7,153,1,8756,2,21.531838941858044,91,61,16291,5.6768,26
21:00:01,5674,2,990,14,811,7,146,1,9558,2,21.05014343951236,90,62,17179,5.6768,26
21:20:05,5020,2,1040,14,683,7,91,1,11262,2,20.656377790058094,90,63,18096,5.6768,26
21:40:02,5044,2,1056,14,705,7,91,1,10930,2,20.815178260821888,89,64,17826,5.6768,26
22:00:12,4989,2,1072,14,714,7,92,1,10878,2,20.922503714035916,89,65,17745,5.6768,26
22:20:04,4449,2,655,14,695,7,88,1,9330,2,22.578218332489495,88,66,15217,5.6768,26
22:40:00,4534,2,631,14,693,7,96,1,9257,2,22.582189759281103,88,67,15211,5.6768,26
23:00:03,4355,2,619,14,662,7,94,1,9741,2,22.641149960534857,88,68,15471,5.6768,26
23:20:03,3686,2,620,14,661,7,92,1,8321,2,24.0556585227399,87,69,13380,5.6768,26
23:40:01,3774,2,630,14,716,7,92,1,8605,2,23.72200748653043,87,70,13817,5.6768,26
00:00:09,3709,2,665,14,690,7,94,1,8692,2,23.69791510564376,87,71,13850,5.6768,26
00:20:00,1098,2,660,14,677,7,1890,1,7115,2,18.81456948377526,86,72,11440,5.6768,26
00:40:00,1168,2,621,14,683,7,1934,1,7453,2,18.25287377894881,86,73,11859,5.6768,26
01:00:00,1113,2,631,14,690,7,1807,1,7181,2,18.427903780711883,86,74,11422,5.6768,26
01:20:00,686,2,13713,14,439,7,1816,1,2210,2,1.8602754626387197,86,75,18864,5.6768,26
01:40:00,704,2,13320,14,436,7,1851,1,2201,2,1.546814314537662,86,76,18512,5.6768,26
02:00:00,689,2,13608,14,405,7,1880,1,2159,2,1.5507067704045567,86,77,18741,5.6768,26
02:20:00,232,2,13240,14,431,7,2248,1,1387,2,1.5566236553871635,87,78,17538,5.6768,26
02:40:01,231,2,13583,14,424,7,2228,1,1337,2,1.5510037655034286,87,79,17803,5.6768,26
03:00:00,230,2,12983,14,411,7,2300,1,1347,2,1.544698968370977,87,80,17271,5.6768,26
03:20:00,235,2,16057,14,434,7,3173,1,448,2,1.5861458532268276,87,81,20347,5.6768,26
03:40:01,225,2,14924,14,444,7,3217,1,461,2,1.6023676493930277,87,82,19271,5.6768,26
04:00:01,222,2,15686,14,412,7,3077,1,443,2,1.5940426223779598,87,83,19840,5.6768,26
04:20:00,235,2,21045,14,9156,7,3290,1,439,2,1.6081408048314099,87,84,34165,5.6768,26
04:40:01,231,2,21274,14,8878,7,3434,1,461,2,1.5962068875302446,88,85,34278,5.6768,26
05:00:00,222,2,22286,14,9228,7,3334,1,439,2,1.6102030858838132,88,86,35509,5.6768,26
05:20:00,188,2,23452,14,8397,7,3134,1,464,2,1.6064844052690048,88,87,35635,5.6768,26
05:40:00,181,2,23225,14,9049,7,3104,1,444,2,1.5939764099593403,88,88,36003,5.6768,26
06:00:00,181,2,22186,14,9006,7,3038,1,429,2,1.5984410125827528,88,89,34840,5.6768,26
06:20:01,180,2,21637,14,10107,7,3102,1,354,2,1.7045335457251654,88,90,35380,5.6768,26
06:40:00,172,2,21519,14,9646,7,2860,1,355,2,1.5989326177625816,89,91,34552,5.6768,26
07:00:00,186,2,21948,14,10393,7,2991,1,365,2,1.597995119454994,89,92,35883,5.6768,26
07:20:00,175,2,21183,14,15056,7,3716,1,366,2,1.6366863704467192,89,93,40496,5.6768,26
07:40:00,191,2,20249,14,14689,7,3792,1,362,2,2.2532257549399164,89,94,39283,5.6768,26
08:00:00,186,2,20738,14,14613,7,3552,1,364,2,3.28119882821787,89,95,39453,5.6768,26
08:20:00,186,2,26119,14,16553,7,4311,1,343,2,3.1841749955861736,89,96,47512,5.6768,26
08:40:00,173,2,24534,14,15816,7,4270,1,361,2,3.2269609724282393,89,97,45154,5.6768,26
09:00:00,181,2,25361,14,14842,7,4405,1,369,2,3.242709716605013,89,98,45158,5.6768,26
09:20:00,112,2,32116,14,14762,7,3769,1,354,2,2.518055630871511,89,99,51113,5.6768,26
09:40:00,120,2,29782,14,15461,7,3853,1,365,2,2.328808361004966,90,100,49581,5.6768,26
10:00:00,114,2,30232,14,14777,7,3797,1,361,2,3.03763586706124,90,101,49281,5.6768,26
10:20:00,118,2,26328,14,14127,7,3536,1,224,2,3.1192288481757875,90,102,44333,5.6768,26
10:40:00,118,2,27139,14,14524,7,3448,1,216,2,3.0407614176952324,90,103,45445,5.6768,26
11:00:00,114,2,26968,14,13994,7,3464,1,230,2,3.067426610146154,90,104,44770,5.6768,26
11:20:00,108,2,23708,14,16976,7,2956,1,216,2,2.602656258354703,90,105,43964,5.6768,26
11:40:01,118,2,23774,14,17154,7,3102,1,223,2,1.6339067768361581,90,106,44371,5.6768,26
