,Brazil.act.s.,Brazil.cl,China.act.s.,China.cl,India.act.s.,India.cl,Japan.act.s.,Japan.cl,USA.act.s.,USA.cl,avg.sess.time,local.req,tot.act.s.,tot.cl,tot.cost,range
05:40:00,2,181,5,23225,4,9049,2,3104,2,444,1.42288681881347,96,15,36003,3.2544,88
06:00:00,2,181,5,22186,4,9006,2,3038,2,429,1.41138692106506,96,15,34840,3.2544,89
06:20:01,2,180,5,21637,4,10107,2,3102,2,354,1.4049551928804,96,15,35380,3.2544,90
06:40:00,2,172,5,21519,4,9646,2,2860,2,355,1.41997792411039,96,15,34552,3.2544,91
07:00:00,2,186,5,21948,4,10393,2,2991,2,365,1.41637436922839,96,15,35883,3.2544,92
07:20:00,2,175,5,21183,4,15056,2,3716,2,366,1.43048974636667,96,15,40496,3.2544,93
07:40:00,2,191,5,20249,4,14689,2,3792,2,362,1.41221835328087,96,15,39283,3.2544,94
08:00:00,2,186,5,20738,4,14613,2,3552,2,364,1.42380878654302,96,15,39453,3.2544,95
08:20:00,2,186,5,26119,4,16553,2,4311,2,343,1.49011036548801,97,15,47512,3.2544,96
08:40:00,2,173,5,24534,4,15816,2,4270,2,361,1.45466857079475,97,15,45154,3.2544,97
09:00:00,2,181,5,25361,4,14842,2,4405,2,369,1.45508802173318,97,15,45158,3.2544,98
09:20:00,2,112,5,32116,4,14762,2,3769,4,354,16.6816917517201,96,17,51113,13.232,99
09:40:00,2,120,5,29782,4,15461,3,3853,2,365,25.5192674821322,95,16,49581,13.5904,100
10:00:00,2,114,5,30232,4,14777,3,3797,4,361,25.4596401550737,95,18,49281,11.7408,101
10:20:00,3,118,5,26328,4,14127,2,3536,2,224,24.4988214220547,94,16,44333,14.0928,102
10:40:00,2,118,5,27139,4,14524,2,3448,2,216,24.9045176468327,93,15,45445,10.4416,103
11:00:00,3,114,5,26968,5,13994,2,3464,5,230,24.4409239510779,93,20,44770,12.6944,104
11:20:00,3,108,5,23708,5,16976,5,2956,2,216,22.9277294109191,92,20,43964,12.5152,105
11:40:01,2,118,5,23774,4,17154,3,3102,3,223,22.722659305771,92,17,44371,13.2128,106
